时间,平台,子品类,tb_item_id,alias_all_bid,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段
2023Q4,tmall,拉拉裤,717112656570,274044,帮宝适,一级帮,帮宝适一级帮散热拉拉裤L/L+/XL/XXL/XXXL男女宝宝超薄透气尿裤,https://detail.tmall.com/item.htm?id=717112656570,//img.alicdn.com/imgextra/i1/749385259/O1CN01ORHExq1oifoffHw1O_!!0-item_pic.jpg,6212,557118.52,1.80,1-2元
2023Q4,tmall,纸尿裤,711391791535,280406,moony,畅透系列,尤妮佳moony畅透宝宝纸尿裤进口婴儿透气轻薄柔软L/XL尿片尿不湿,https://detail.tmall.com/item.htm?id=711391791535,//img.alicdn.com/imgextra/i2/2682696826/O1CN01m06yxc20IMRzp18s0_!!0-item_pic.jpg,6764,556904.17,1.46,1-2元
2023Q4,tmall,拉拉裤,690721744979,48751,Huggies/好奇,金装,【自营】好奇金装超薄透气成长裤L124片拉拉裤尿不湿非纸尿裤官方,https://detail.tmall.com/item.htm?id=690721744979,//img.alicdn.com/imgextra/i1/2200657724932/O1CN01jZXKWX1mIuIsvfqXI_!!2200657724932-0-tmg_sticker_hand.jpg,3518,555595.99,1.20,1-2元
2023Q4,jd,拉拉裤,100008155335,5486039,柔丫,芯飞扬,柔丫芯飞扬拉拉裤XXXL38片(18KG及以上)尿不湿透气超薄芯体环腰,https://item.jd.com/100008155335.html,http://img11.360buyimg.com/n1/jfs/t1/246002/23/1724/97732/6594d178F07bb803f/1d8062135288ef27.jpg,9225,554903.46,1.37,1-2元
2023Q4,dy,拉拉裤,'3610508157912251841,274044,帮宝适,黑金帮,【拍1到手20包】帮宝适NB-XXXL黑金帮纸尿裤拉拉裤透气柔软亲肤DY,https://haohuo.jinritemai.com/views/product/detail?id=3610508157912251841,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/NkzWzZD_m_6b3af486b76ded7d23bef4072300459a_sx_2089809_www1600-1600,221,553980.00,3.09,2.5-3.5元
2023Q4,tmall,纸尿裤,691795344569,198935,bebetour,爱丽丝系列,【立即抢购】bebetour爱丽丝纸尿裤亲肤超薄透气宝宝大码*1包,https://detail.tmall.com/item.htm?id=691795344569,//img.alicdn.com/imgextra/i4/1666725436/O1CN01KisadN1q1jv2jKQlm_!!1666725436.jpg,4378,553794.00,2.40,2-2.5元
2023Q4,tmall,拉拉裤,674894985889,521052,亲宝宝,裸感柔Air,亲宝宝裸感柔拉拉裤L-XXXL超薄透气婴儿亲肤尿不湿裤型纸尿裤夏季,https://detail.tmall.com/item.htm?id=674894985889,//img.alicdn.com/imgextra/i1/6000000005098/O1CN01qrKtlJ1nWw38XCHiv_!!6000000005098-0-sm.jpg,9317,553332.28,1.23,1-2元
2023Q4,tmall,拉拉裤,618125825063,48751,Huggies/好奇,小桃裤/铂金装,【自营】好奇铂金装拉拉裤XXL50婴儿尿不湿纸尿裤超薄透气小桃裤,https://detail.tmall.com/item.htm?id=618125825063,//img.alicdn.com/imgextra/i2/2200657724932/O1CN01lKA7AJ1mIuJ67QUp1_!!2200657724932-0-tmg_sticker.jpg,4596,553005.00,1.34,1-2元
2023Q4,tmall,拉拉裤,539370756914,48751,Huggies/好奇,小桃裤/铂金装,好奇铂金装婴儿拉拉裤XL64尿不湿纸尿裤超薄透气官方旗舰店,https://detail.tmall.com/item.htm?id=539370756914,//img.alicdn.com/imgextra/i1/685092642/O1CN01WbKYuw1VO5JnIF3d8_!!685092642.jpg,2366,552713.39,1.34,1-2元
2023Q4,dy,纸尿裤,'3601986532384362870,347287,Hope Baby/希望宝宝,海藻奢润,【12包链接 19选1】豪悦希望宝宝海藻奢润【新年限量款】纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3601986532384362870,https://p3-aio.ecombdimg.com/img/ecom-shop-material/iPCZPqG_m_154afea4931212e3d652c8957aa0de56_sx_677966_www800-800~tplv-resize:200:0.webp,582,551736.00,3.05,2.5-3.5元
2023Q4,dy,拉拉裤,'3592588692969106293,48751,Huggies/好奇,皇家御裤,【官旗18包送画板】好奇皇家御裤云锦麒麟裤超薄柔软纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3592588692969106293,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pUMQIGaB_m_71cf78021990bbf6d2cc13fcac6ce6ed_sx_203459_www800-800,6855,551527.00,1.80,1-2元
2023Q4,dy,纸尿裤,'3632301721516143789,799932,欧贝比,星外访客,【4包】欧贝比星外访客婴儿宝宝超薄透气纸尿裤拉拉裤尿不湿衣璇儿,https://haohuo.jinritemai.com/views/product/detail?id=3632301721516143789,https://p3-item.ecombdimg.com/img/ecom-shop-material/SPhToNX_m_5419ed7e9f7f2ec1e1c9e3f3281c1f3c_sx_665789_www800-800~tplv-5mmsx3fupr-resize_q:1080:1080:q90.png,1896,549936.00,1.78,1-2元
2023Q4,jd,拉拉裤,100015467712,280409,露安适,柔护,露安适乐享甜睡加量装拉拉裤L44片(9-14kg)夜用婴儿大号尿不湿,https://item.jd.com/100015467712.html,http://img11.360buyimg.com/n1/jfs/t1/231073/1/11122/98601/65955e0fF04f08119/55fe66333ccb2376.jpg,4626,549588.62,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3563660436270387377,198935,bebetour,爱丽丝系列,【拍一发二】爱丽丝纸尿裤拉拉裤超薄干爽柔软亲肤尿不湿 当天发,https://haohuo.jinritemai.com/views/product/detail?id=3563660436270387377,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/SvOeCsIk_m_18c5f4996280bf5e103e6b05d5d58ecf_sx_295122_www1331-1331,4913,548006.00,2.40,2-2.5元
2023Q4,jd,拉拉裤,100051541776,48674,爽然,天鹅裤,爽然（shinrea）天鹅系列拉拉裤XL68片超薄男女通用婴儿尿不湿,https://item.jd.com/100051541776.html,http://img11.360buyimg.com/n1/jfs/t1/237544/30/10414/92007/6594ca7eF668aa057/ecda7a505e3b3bd1.jpg,9720,547743.24,0.91,1元以下
2023Q4,tmall,纸尿裤,579887439744,2367490,小鹿叮叮,超薄,小鹿叮叮超薄纸尿裤NB/S/M/L/XXL新生婴儿男女宝宝专用透气尿不湿,https://detail.tmall.com/item.htm?id=579887439744,//img.alicdn.com/imgextra/i2/2134885115/O1CN01kXOuq51neimbTfmwK_!!0-item_pic.jpg,8466,547483.65,1.15,1-2元
2023Q4,tmall,拉拉裤,736488486353,274044,帮宝适,袋鼠裤,帮宝适袋鼠帮拉拉裤袋鼠裤透气、吸水L XL 2XL 3XL尿不湿,https://detail.tmall.com/item.htm?id=736488486353,//img.alicdn.com/imgextra/i1/2206736426581/O1CN01txBXpA1yU9OaWIRKW_!!0-item_pic.jpg,7616,547455.00,2.60,2.5-3.5元
2023Q4,jd,纸尿裤,31351701217,13067,BBC,皇室,bc babycare尿不湿超薄皇室狮子王国纸尿裤新生儿宝宝柔软亲肤 L【40片】适合体重9-14KG,https://item.jd.com/31351701217.html,http://img11.360buyimg.com/n1/jfs/t1/240900/3/983/108904/6594edb2Fea617964/2bf09807a586fa75.jpg,5225,547104.34,2.45,2-2.5元
2023Q4,jd,纸尿裤,100037646658,347271,宜婴,梦想家,宜婴 梦想家婴儿纸尿裤 箱装 XXL68片超薄透气秋冬不闷柔软尿不湿,https://item.jd.com/100037646658.html,http://img11.360buyimg.com/n1/jfs/t1/245888/4/1315/127698/65912cefF77a21e29/223e820695cf5ce6.jpg,7218,546227.57,0.93,1元以下
2023Q4,jd,拉拉裤,40395723870,48751,Huggies/好奇,小森林,好奇Huggies 心钻装拉拉裤 婴儿尿不湿透气柔软超薄瞬吸小森林学步 XL32片【12-17kg】,https://item.jd.com/40395723870.html,http://img11.360buyimg.com/n1/jfs/t1/183603/33/42305/80449/655347c9F88f74013/52830ed681e03153.jpg,5215,546128.42,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3634456716843851192,13067,BBC,皇室,babycare纸尿裤皇室新生儿皇冠纸尿裤尿不湿透气男女宝宝试用装,https://haohuo.jinritemai.com/views/product/detail?id=3634456716843851192,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/SPaMTocR_m_4111ee2ac0ac0c5f3e28b44433fc8652_sx_430385_www800-800,15679,546033.42,2.45,2-2.5元
2023Q4,tmall,拉拉裤,575213782412,347271,宜婴,夏日清爽,宜婴夏日清爽学步裤XL超薄透气夏季婴儿拉拉裤夏天薄款宝宝尿不湿,https://detail.tmall.com/item.htm?id=575213782412,//img.alicdn.com/imgextra/i2/839648224/O1CN01Tem3gf2Ace9VkI0Hy_!!0-item_pic.jpg,6387,545954.32,1.04,1-2元
2023Q4,jd,纸尿裤,10051676289536,48751,Huggies/好奇,小森林,好奇（Huggies）心钻装小森林拉拉裤婴儿成长裤尿不湿学步裤超薄透气 纸尿裤NB66片(5kg以下),https://item.jd.com/10051676289536.html,http://img11.360buyimg.com/n1/jfs/t1/236196/29/3208/91414/6555fa48Facb64e95/cd775854a9780e08.jpg,5054,545362.19,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3564324622948286317,279965,一片爽,奇思妙想,【高端品质】一片爽奇思妙想婴儿纸尿裤超薄柔软透气芦荟精华拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3564324622948286317,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/glPvSvSC_m_176b9d43a31bc0c656fc0bc48ecaa854_sx_698715_www800-800,6708,545209.20,未定义,2-2.5元
2023Q4,jd,纸尿裤,100013422484,48663,BEABA,丛林狂想,碧芭宝贝丛林狂想曲纸尿裤XL码36片(12-17kg)尿不湿 阳光棉超薄透气干爽,https://item.jd.com/100013422484.html,http://img11.360buyimg.com/n1/jfs/t1/225969/10/9951/131579/658e8c1eF1afa091b/a1b6c26bb5ee1ec2.jpg,7510,544536.36,2.02,2-2.5元
2023Q4,dy,拉拉裤,'3600841296702523997,2173428,聪博,超薄透气,【特惠3包】聪博新生儿纸尿裤超薄XL拉拉裤大吸量透气尿不湿不易红P,https://haohuo.jinritemai.com/views/product/detail?id=3600841296702523997,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/aBftttDU_m_2b32d56e1e60c0f403faefd9fffa0df7_sx_669236_www800-800,7389,544325.91,1.20,1-2元
2023Q4,dy,拉拉裤,'3584172453129260693,198935,bebetour,爱丽丝系列,【2包】bebetour爱丽丝拉拉裤超薄透气尿不湿干爽训练裤柔软纸尿裤,https://haohuo.jinritemai.com/views/product/detail?id=3584172453129260693,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/KwMMbdeS_m_6979b01acc554a96589036dabe6acebf_sx_168666_www800-800,4540,543544.00,2.40,2-2.5元
2023Q4,dy,拉拉裤,'3639800319732504163,6802640,JearBear/吉尔熊,,【2包吉尔熊】弹力透气亲肤瞬吸婴幼儿一体式学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3639800319732504163,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/bRrLiySf_m_9485bc7930aa66763b9547ecb6c16708_sx_116091_www800-800,13573,543363.30,未定义,未定义
2023Q4,jd,纸尿裤,100036630908,347271,宜婴,梦想家,宜婴 梦想家纸尿裤 NB68片 婴儿中号秋冬不闷超薄舒适尿不湿,https://item.jd.com/100036630908.html,http://img11.360buyimg.com/n1/jfs/t1/225946/21/7792/94638/65783651F73d706f7/d44a6d42d0ac7ce9.jpg,14743,543129.01,0.93,1元以下
2023Q4,jd,纸尿裤,100010390171,274044,帮宝适,黑金帮,帮宝适【会员专享】黑金帮纸尿裤试用装S4片(4-8kg)尿不湿 超薄透气,https://item.jd.com/100010390171.html,http://img11.360buyimg.com/n1/jfs/t1/231263/1/5412/146777/6568488bFac74f0d9/f6ef4bc4b06da5fc.jpg,39331,542473.35,3.09,2.5-3.5元
2023Q4,tmall,纸尿裤,554908990062,67252,大王,光羽,大王光羽环贴式纸尿裤NB/S/M/L/XL*1包透气尿不湿干爽透气,https://detail.tmall.com/item.htm?id=554908990062,//img.alicdn.com/imgextra/i1/1954078037/O1CN01qGGepb29F04vUEsMR_!!0-item_pic.jpg,3190,542300.00,6.80,3.5元+
2023Q4,tmall,纸尿裤,635469896994,48751,Huggies/好奇,皇家御裤,【自营】好奇皇家御裤纸尿裤NB66/S56/M46弱酸尿不湿麒麟超薄透气,https://detail.tmall.com/item.htm?id=635469896994,//img.alicdn.com/imgextra/i2/2549841410/O1CN01NrmtET1MHpLo2NvBG_!!2549841410-0-tmg_sticker_hand.jpg,6283,542231.00,1.80,1-2元
2023Q4,dy,拉拉裤,'3624837050789945396,211072,爱酷熊,畅吸爱酷,【新疆包邮】畅吸爱酷熊宝宝婴儿纸尿裤拉拉裤薄透气透软亲肤尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3624837050789945396,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/zShWzwLV_m_5ed9e8cca044ba4ead3f3c9575abfdeb_sx_138516_www1021-1021,8469,541424.10,0.72,1元以下
2023Q4,dy,纸尿裤,'3586769050870631950,6020410,bebebus,乳木果润,【热销TOP1】bebebus 乳木果润S-XXXL纸尿裤学步裤滋润透气柔软zb,https://haohuo.jinritemai.com/views/product/detail?id=3586769050870631950,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/qXHQuJPA_m_b6ed8a9fc7894d2cb37b89002bfb31be_sx_493567_www800-800,2873,541156.00,2.89,2.5-3.5元
2023Q4,jd,纸尿裤,100047153754,6020410,bebebus,金标,bebebus 金标茶树精华超薄透气纸尿裤M36片（6-11kg）尿不湿新生婴男女宝,https://item.jd.com/100047153754.html,http://img11.360buyimg.com/n1/jfs/t1/217538/6/30236/158291/65950e28Fedfda38c/3884aa263b7c1bdc.jpg,6000,540557.60,3.75,3.5元+
2023Q4,jd,拉拉裤,10079593967876,274044,帮宝适,绿帮（超薄干爽）,帮宝适绿帮拉拉裤 加加大码XXL90片,https://item.jd.com/10079593967876.html,http://img11.360buyimg.com/n1/jfs/t1/133031/2/39561/144905/6521097eFe6e571c6/b17561341d7371c0.jpg,3293,540348.61,1.27,1-2元
2023Q4,jd,纸尿裤,100008673713,67252,大王,自然之恩,大王GOO.N 天使自然之恩纸尿裤 L48片(9-14kg)尿不湿婴儿 纤柔至薄,https://item.jd.com/100008673713.html,http://img11.360buyimg.com/n1/jfs/t1/233302/37/8811/85805/658161bbFc387ca86/b99841f2201e3881.jpg,5863,539561.75,4+,3.5元+
2023Q4,tmall,纸尿裤,673864827154,3780888,妙而舒,经典（瞬爽透气）,官方进口花王妙而舒纸尿裤S82片*2包超薄透气新生婴儿尿片尿不湿,https://detail.tmall.com/item.htm?id=673864827154,//img.alicdn.com/imgextra/i2/6000000001462/O1CN0121gLer1MfdwkeNQvt_!!6000000001462-0-sm.jpg,3255,539280.00,1.80,1-2元
2023Q4,tmall,纸尿裤,675069465761,3780888,妙而舒,经典（瞬爽透气）,官方进口花王妙而舒纸尿裤XL44片*2包超薄透气新生婴儿尿片尿不湿,https://detail.tmall.com/item.htm?id=675069465761,//img.alicdn.com/imgextra/i3/6000000002626/O1CN01ElbvvN1VGkyxzED96_!!6000000002626-0-sm.jpg,3265,538951.98,1.80,1-2元
2023Q4,jd,拉拉裤,10037846965999,48751,Huggies/好奇,小森林,好奇（Huggies）拉拉裤心钻装小森林成长裤婴儿尿不湿新老包装随机发【多仓直发】 拉拉裤XL32片【12-17kg】,https://item.jd.com/10037846965999.html,http://img11.360buyimg.com/n1/jfs/t1/209485/8/36104/119190/64ababdfF5712ac56/9a2b7f1e57d4aaa0.jpg,5376,538681.26,2.70,2.5-3.5元
2023Q4,dy,拉拉裤,'3587580344498537692,274044,帮宝适,黑金帮,【黑金日夜套组】帮宝适黑金帮纸尿裤拉拉裤尿不湿蚕丝柔软透气轻,https://haohuo.jinritemai.com/views/product/detail?id=3587580344498537692,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/NkzWzZD_m_ff99b734d699343fbfacc38f1c5e66c6_sx_417089_www1080-1080,841,538670.00,3.09,2.5-3.5元
2023Q4,tmall,纸尿裤,710719652357,280406,moony,畅透系列,尤妮佳moony畅透宝宝纸尿裤进口婴儿透气轻薄柔软NB/S/M尿不湿裤,https://detail.tmall.com/item.htm?id=710719652357,//img.alicdn.com/imgextra/i4/2682696826/O1CN011UMBPs20IMRyGQCz8_!!0-item_pic.jpg,6173,538438.28,1.46,1-2元
2023Q4,jd,拉拉裤,100015858734,75759,泰迪熊,亲肌肤贵族系列,泰迪熊Teddy Bear亲肤肌贵族拉拉裤XXXL24片(17kg以上)婴儿尿不湿,https://item.jd.com/100015858734.html,http://img11.360buyimg.com/n1/jfs/t1/245710/17/1689/107932/659292c7F33a91f2b/636d766305160684.jpg,9712,537855.88,2.30,2-2.5元
2023Q4,dy,纸尿裤,'3583585902355709602,56692,So Love,嗨!米菲,【米菲官方】2包嗨！米菲系列定点下渗抑菌柔软透气干爽纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3583585902355709602,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/bilesZdq_m_4a5af4540d2c446f11f1f8bd14a79be9_sx_656554_www800-800,4140,537372.00,2.50,2-2.5元
2023Q4,dy,纸尿裤,'3600659127862438841,2173428,聪博,超薄透气,【特惠3包】聪博新生儿纸尿裤超薄拉拉裤大吸量透气尿不湿不红PP,https://haohuo.jinritemai.com/views/product/detail?id=3600659127862438841,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/iXblMHkX_m_be004115ab2c7f5b53d603148c7ea945_sx_339907_www800-800,7231,536874.36,1.20,1-2元
2023Q4,dy,拉拉裤,'3581926820846694294,3876236,佳婴,氧气森林,【粉丝专享】佳婴氧气森林超薄柔软透气拉拉裤/纸尿裤试用装10片,https://haohuo.jinritemai.com/views/product/detail?id=3581926820846694294,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/voloYCXQ_m_1e7131ff29db01a0a938cdf5fa420ded_sx_392019_www800-800,69391,536791.55,0.81,1元以下
2023Q4,tmall,纸尿裤,591128120663,13067,BBC,Air Pro,babycare纸尿裤airpro日用超薄透气男女宝宝专用尿不湿尿片1包,https://detail.tmall.com/item.htm?id=591128120663,//img.alicdn.com/imgextra/i3/2275046294/O1CN01oTP6Li1wMhke7V26I_!!2275046294.jpg,4435,536779.07,2.08,2-2.5元
2023Q4,jd,纸尿裤,1765617,280006,安儿乐,小轻芯,安儿乐ANERLE小轻芯纸尿裤XL70片(12-17kg) 超薄透气（新老包装随机发）,https://item.jd.com/1765617.html,http://img11.360buyimg.com/n1/jfs/t1/231760/20/10701/139069/658e8d53Fec22b61e/6c3086918864cb67.jpg,5073,536715.78,1.21,1-2元
2023Q4,tmall,拉拉裤,642013558239,69468,茵茵,挚柔云感棉,茵茵拉拉裤云感棉L64/XL60/XXL56/XXXL52片超柔亲肤婴儿尿不湿,https://detail.tmall.com/item.htm?id=642013558239,//img.alicdn.com/imgextra/i1/6000000002445/O1CN01H0vq5p1TvrHknVYs9_!!6000000002445-0-sm.jpg,8556,536512.50,0.97,1元以下
2023Q4,tmall,纸尿裤,600783847202,8980,南极人,瞬吸薄柔,南极人纸尿裤超薄透气新生婴儿拉拉裤XL男女宝宝专用尿不湿试用装,https://detail.tmall.com/item.htm?id=600783847202,//img.alicdn.com/imgextra/i2/2206390705162/O1CN01qj7mD81o0FNmlDnVm_!!2206390705162.jpg,59433,536115.90,1元以下,1元以下
2023Q4,tmall,纸尿裤,669870318138,581917,三只小猪,亲肤型(3D轻薄芯体),三只小猪纸尿裤超薄透气专用婴儿拉拉裤L干爽尿不湿男女宝宝尿裤,https://detail.tmall.com/item.htm?id=669870318138,//img.alicdn.com/imgextra/i1/3937219703/O1CN019vafSZ2LY1vpG0YRO_!!3937219703-0-C2M.jpg,13911,535876.77,1.30,1-2元
2023Q4,jd,纸尿裤,100033040816,274044,帮宝适,袋鼠裤,帮宝适一级帮袋鼠裤纸尿裤L32片(9-14kg)婴儿尿裤尿不湿 夜用,https://item.jd.com/100033040816.html,http://img11.360buyimg.com/n1/jfs/t1/219903/14/35672/214653/65913ef5F5817cc73/4ee5fb7c58e56a88.jpg,5503,535693.20,2.60,2.5-3.5元
2023Q4,tmall,拉拉裤,563727389960,8980,南极人,铂金装,南极人铂金装超薄透气拉拉裤XL夏新生婴儿纸尿裤男女宝专用尿不湿,https://detail.tmall.com/item.htm?id=563727389960,//img.alicdn.com/imgextra/i3/2228331829/O1CN019xLCK41PNjIbLVyK4_!!0-item_pic.jpg,8130,534128.00,1元以下,1元以下
2023Q4,tmall,拉拉裤,621895163838,280006,安儿乐,干爽超薄,安儿乐干爽超薄拉拉裤XXL46片婴儿儿童裤型尿布,https://detail.tmall.com/item.htm?id=621895163838,//img.alicdn.com/imgextra/i2/6000000001149/O1CN01GgHB0A1KMHzEpcSTl_!!6000000001149-0-sm.jpg,8602,533224.06,0.73,1元以下
2023Q4,jd,纸尿裤,10051676289538,48751,Huggies/好奇,小森林,好奇（Huggies）心钻装小森林拉拉裤婴儿成长裤尿不湿学步裤超薄透气 纸尿裤M50片(6-11kg),https://item.jd.com/10051676289538.html,http://img11.360buyimg.com/n1/jfs/t1/212000/2/32837/88403/649c078bF025fb037/9de82feb74cffd78.jpg,4965,532980.27,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3509600451328914367,274044,帮宝适,一级帮,【实惠大包装】帮宝适一级帮拉拉裤纸尿裤尿不湿散热透气能吸,https://haohuo.jinritemai.com/views/product/detail?id=3509600451328914367,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/NkzWzZD_m_e7955224a208b2087e0981181941da9a_sx_300720_www1080-1080,5395,532821.00,1.80,1-2元
2023Q4,dy,拉拉裤,'3641855614373766397,280409,露安适,微气候,Lelch/露安适【微气候20包寄存】婴幼儿纸尿裤柔软新生儿嘭嘭裤,https://haohuo.jinritemai.com/views/product/detail?id=3641855614373766397,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/oBNwjUW_m_3ee5c23a01ba67f951601bdc4265f2d2_sx_357763_www800-800,204,532520.00,3.92,3.5元+
2023Q4,jd,拉拉裤,10037843788911,48751,Huggies/好奇,金装,好奇（Huggies）【多仓直发】拉拉裤金装成长裤婴儿尿不湿超薄柔软新老包装随机发 拉拉裤XXXL26片【17kg以上】,https://item.jd.com/10037843788911.html,http://img11.360buyimg.com/n1/jfs/t1/216954/7/36878/120839/6526063eF2dfecd2e/2c898b8694560f6b.jpg,10758,532363.50,1.20,1-2元
2023Q4,dy,纸尿裤,'3442659798154410198,13067,BBC,皇室,【官旗】babycare皇室纸尿裤拉拉裤MINI装狮子王透气亲肤超薄干爽,https://haohuo.jinritemai.com/views/product/detail?id=3442659798154410198,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/pxXpFri_m_bfabbf90dafb1349be83c2515ef010f4_sx_430520_www800-800,10860,531972.00,2.45,2-2.5元
2023Q4,jd,拉拉裤,100014450716,347271,宜婴,宝宝成长裤,宜婴 宝宝成长裤XXL96片 小内裤式 秋冬不闷尿不湿男女拉拉裤,https://item.jd.com/100014450716.html,http://img11.360buyimg.com/n1/jfs/t1/224965/20/10411/95484/658d31e5F82a9f4ed/f7ac166e5c124579.jpg,6323,531896.60,未定义,1元以下
2023Q4,jd,拉拉裤,100010314341,280006,安儿乐,魔力吸吸,安儿乐ANERLE魔力吸吸拉拉裤XL40片(12-17kg)尿不湿（新老品随机发货）,https://item.jd.com/100010314341.html,http://img11.360buyimg.com/n1/jfs/t1/245607/25/1293/101208/658e8d77F2e8b5caa/e9696f2e8f294a60.jpg,10945,531430.96,1.22,1-2元
2023Q4,dy,拉拉裤,'3639074816365066151,48674,爽然,小画家,【秋冬囤货】爽然小画家夜用纸尿裤拉拉裤高端柔软透气尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3639074816365066151,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/mHZFMYBe_m_1ce84ea5003838e4a1a01e1b9f4c070a_sx_362258_www800-800,8774,530094.40,1.19,1-2元
2023Q4,jd,纸尿裤,100004030048,48751,Huggies/好奇,皇家御裤,好奇（Huggies）皇家御裤纸尿裤L40片(9-14kg)大号婴儿尿不湿龙纹裤裸感超薄透气,https://item.jd.com/100004030048.html,http://img11.360buyimg.com/n1/jfs/t1/225780/3/8526/276556/65858ff4F1aff4024/44069e311346c57f.jpg,6554,528322.56,1.80,1-2元
2023Q4,jd,纸尿裤,100047592250,67252,大王,光羽,大王（GOO.N）光羽奢定款 自在之息纸尿裤 NB58片(5kg以下)尿不湿婴儿 柔透贴身,https://item.jd.com/100047592250.html,http://img11.360buyimg.com/n1/jfs/t1/241397/1/1663/107338/6592e11bF31bf41c3/e020c47b413613fd.jpg,4802,527866.30,6.80,3.5元+
2023Q4,tmall,拉拉裤,625780505958,347380,Q·MO/奇莫,皇家至柔系列,奇莫皇家至柔拉拉裤XL6片试用装超薄干爽透气秋冬成长裤学步裤,https://detail.tmall.com/item.htm?id=625780505958,//img.alicdn.com/imgextra/i3/6000000006278/O1CN01w5qPPa1wFNPTccNlZ_!!6000000006278-0-sm.jpg,64028,527279.20,1.53,1-2元
2023Q4,tmall,纸尿裤,729470073215,3780888,妙而舒,肌肤舒爽,进口花王妙而舒纸尿裤S82片*4包尿不湿婴幼儿超薄透气原箱发货,https://detail.tmall.com/item.htm?id=729470073215,//img.alicdn.com/imgextra/i3/6000000003248/O1CN01XK7L6w1ZrdJzpICwx_!!6000000003248-0-sm.jpg,1671,526947.27,未定义,未定义
2023Q4,jd,纸尿裤,71764273456,48751,Huggies/好奇,金装,好奇Huggies 金装纸尿裤 婴儿尿不湿超薄柔软超大吸力透气 M88片【6-11kg】,https://item.jd.com/71764273456.html,http://img11.360buyimg.com/n1/jfs/t1/235398/5/5873/85806/656d75dfFbfc34642/5e0e7d1a67101e46.jpg,6626,526863.34,1.20,1-2元
2023Q4,dy,纸尿裤,'3536098997347424318,42476,BBG,SUPER QEE潮玩联名,BBG【4包】BBG&QEE潮玩联名婴幼儿透气纸尿裤/拉拉裤 大吸力尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3536098997347424318,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/gtOZslgi_m_c8c7ddcf735ebc7e112acf8bb6736e19_sx_385035_www800-800,1338,526817.67,2.75,2.5-3.5元
2023Q4,dy,拉拉裤,'3599543739619649144,347271,宜婴,红花山茶,【宜婴便便裤】红花山茶纸尿裤超薄透气婴儿男女宝宝拉拉裤泡泡腰围,https://haohuo.jinritemai.com/views/product/detail?id=3599543739619649144,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/YONNJhYg_m_1cb1de31f46232fd5bf912cb9f79be18_sx_373201_www800-800,4340,526359.63,1.70,1-2元
2023Q4,tmall,拉拉裤,658284676045,67252,大王,奢华肌,【自营】大王纸尿裤拉拉裤奢华肌系列婴儿尿不湿NB-XXL码*2包装,https://detail.tmall.com/item.htm?id=658284676045,//img.alicdn.com/imgextra/i4/2549841410/O1CN01YJBzTX1MHpMqheTjg_!!2549841410-0-tmg_sticker.jpg,5364,525068.56,1.65,1-2元
2023Q4,jd,拉拉裤,100052975300,6102100,惠寻,云柔芯,惠寻京东自有品牌云柔芯拉拉裤76片XXL码泡泡腰围超薄透气婴儿纸尿裤,https://item.jd.com/100052975300.html,http://img11.360buyimg.com/n1/jfs/t1/246140/32/1251/123277/658e709bFe5c2c2bb/241ca60b750db78d.jpg,8980,524789.00,0.69,1元以下
