时间,平台,子品类,tb_item_id,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段,片单价-人工,价格段-人工
2023Q3,tmall,拉拉裤,699230370412,大王,天使,【尺码任选】大王天使短裤纸尿裤L/XL/2XL/3XL*2包干爽透气尿不湿,https://detail.tmall.com/item.htm?id=699230370412,//img.alicdn.com/imgextra/i2/1954078037/O1CN01KcL2pe29F03tYe9tT_!!0-item_pic.jpg,3055,704607.67,nan,2.5-3.5元,,
2023Q3,dy,拉拉裤,'3616626541854884519,Anmous,宇航员,宇航员婴幼儿宝宝透气纸尿裤超薄尿不湿柔软干爽透气,https://haohuo.jinritemai.com/views/product/detail?id=3616626541854884519,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/quKoxPj_m_b208bb3d140055a688a0ba1fab227f34_sx_377440_www800-800,3535,704465.00,1.23,1-2元,,
2023Q3,jd,拉拉裤,100050847300,BEABA,大鱼海棠,碧芭宝贝大鱼海棠mini系列拉拉裤XXL码16片装（15kg+）裤型婴儿尿不湿,https://item.jd.com/100050847300.html,http://img11.360buyimg.com/n1/jfs/t1/114864/30/42304/133544/65041b1bFc5f4d1db/7b12617988888e6d.jpg,17976,702682.80,2.12,2-2.5元,,
2023Q3,tmall,拉拉裤,627046646130,宜婴,爆笑虫子,官方宜婴爆笑虫子维e拉拉裤XXL34片超薄透气婴儿尿不湿非纸尿裤,https://detail.tmall.com/item.htm?id=627046646130,//img.alicdn.com/imgextra/i3/6000000001291/O1CN01o2Bkpf1LPKCPiCzuj_!!6000000001291-0-sm.jpg,18952,702139.92,nan,1-2元,,
2023Q3,tmall,纸尿裤,668470549515,露安适,天然亲肤系列,露安适亲肤日用婴儿纸尿裤L30片超薄透气宝宝尿不湿非拉拉裤,https://detail.tmall.com/item.htm?id=668470549515,//img.alicdn.com/imgextra/i3/6000000006387/O1CN01uTys4f1x3IYVZbtdR_!!6000000006387-0-sm.jpg,5918,701577.94,2.82,2.5-3.5元,,
2023Q3,tmall,纸尿裤,729411201534,BBC,皇室Pro裸感,babycare皇室pro裸感纸尿裤夏季超薄透气尿不湿新生儿婴儿尿片,https://detail.tmall.com/item.htm?id=729411201534,//img.alicdn.com/imgextra/i3/2275046294/O1CN01aFIBq71wMhiPA1exw_!!0-item_pic.jpg,5433,701451.65,未定义,未定义,,
2023Q3,jd,拉拉裤,100053768177,Huggies/好奇,森林密语,好奇（Huggies）森林密语成长裤XXL28(15kg以上)加加大号婴儿尿不湿超薄透气,https://item.jd.com/100053768177.html,http://img11.360buyimg.com/n1/jfs/t1/191473/20/39101/143086/6518e7d5Fb8559021/2191c8385f0d1902.jpg,7497,700860.32,2.70,2.5-3.5元,,
2023Q3,tmall,拉拉裤,584187137203,BEABA,盛夏光年,碧芭宝贝盛夏光年拉拉训练裤婴儿超薄透气尿不湿L-3XL码 4包/组,https://detail.tmall.com/item.htm?id=584187137203,//img.alicdn.com/imgextra/i4/2200573698992/O1CN01dOjy032GIOIjir1Nh_!!0-item_pic.jpg,2499,700696.80,1.73,1-2元,,
2023Q3,tmall,拉拉裤,647183717487,爽然,糖果成长裤,爽然婴儿拉拉裤透气婴儿纸尿裤秋冬学步裤男女宝宝尿不湿LXLXXL,https://detail.tmall.com/item.htm?id=647183717487,//img.alicdn.com/imgextra/i2/899283711/O1CN01ORZY4T1dHgg0nCmie_!!899283711.jpg,16410,700667.72,1.00,1-2元,,
2023Q3,tmall,纸尿裤,699458335756,大王,天使,【尺码任选】大王天使环贴纸尿裤NB\S\M*2宝宝透气干爽尿不湿,https://detail.tmall.com/item.htm?id=699458335756,//img.alicdn.com/bao/uploaded/i2/1954078037/O1CN01TO5Vhg29F03sqdcfW_!!1954078037.jpg,3025,700581.03,nan,2.5-3.5元,,
2023Q3,tmall,拉拉裤,625457050939,Daddy baby/爹地宝贝,护航系,爹地宝贝拉拉裤护航成长bb裤XXL48片富含维E弱酸面层超柔尿不湿,https://detail.tmall.com/item.htm?id=625457050939,//img.alicdn.com/imgextra/i3/6000000004036/O1CN01J1a1yM1fgXOrYIi6d_!!6000000004036-0-sm.jpg,13118,700540.28,nan,1-2元,,
2023Q3,tmall,纸尿裤,673203457977,妙而舒,经典（瞬爽透气）,官方进口花王妙而舒纸尿裤M64*2超薄透气干爽贴身婴儿尿片尿不湿,https://detail.tmall.com/item.htm?id=673203457977,//img.alicdn.com/imgextra/i3/6000000007713/O1CN01jpZYci26qbjiLBPMb_!!6000000007713-0-sm.jpg,4293,699568.00,1.80,1-2元,,
2023Q3,jd,拉拉裤,100018883330,Huggies/好奇,企鹅裤,好奇（Huggies）治愈之柔企鹅裤成长裤XXL24片(15kg以上)加加大号婴儿尿不湿超薄,https://item.jd.com/100018883330.html,http://img11.360buyimg.com/n1/jfs/t1/120021/23/37871/100555/651fda4eF79968130/8e1d9c09bfc8e661.jpg,4117,698841.50,4.60,3.5+,,
2023Q3,jd,拉拉裤,100058674063,京造,呼吸超薄,京东京造婴儿拉拉裤 全包臀裤型尿裤尿不湿 AirPlus系列XXL26片(15kg以上),https://item.jd.com/100058674063.html,http://img11.360buyimg.com/n1/jfs/t1/168210/1/39225/82618/64e80ff4F21c121c6/cfceb4456a5c3e8d.jpg,14051,698169.32,nan,1-2元,,
2023Q3,tmall,拉拉裤,618623355199,BBC,皇室,babycare拉拉裤皇室尿不湿皇冠LALA裤婴儿超薄透气纸尿片3XL24*4,https://detail.tmall.com/item.htm?id=618623355199,//img.alicdn.com/imgextra/i2/2275046294/O1CN010TVpOO1wMhiQvFNDu_!!0-item_pic.jpg,1526,696970.45,2.45,2-2.5元,,
2023Q3,tmall,拉拉裤,587007358759,妙而舒,经典（瞬爽透气）,【自营】日本进口花王妙而舒超薄透气儿童宝宝拉拉裤学步裤XXL26,https://detail.tmall.com/item.htm?id=587007358759,//img.alicdn.com/imgextra/i4/2200657724932/O1CN01rP7UNJ1mIuHNNMDWg_!!2200657724932-0-tmg_sticker_hand.jpg,7652,696238.34,1.80,1-2元,,
2023Q3,jd,纸尿裤,100026393034,moony,Q薄萌羽,MOONY 尤妮佳Q薄萌羽小羊驼纸尿裤XL40片(12-17kg) 柔软透气轻芯超薄,https://item.jd.com/100026393034.html,http://img11.360buyimg.com/n1/jfs/t1/208840/12/35694/204783/651ff28fF19e472fb/6f716fcd50f8dedd.jpg,8653,693713.81,1.50,1-2元,,
2023Q3,dy,拉拉裤,'3586061815811047827,GIFT/亲抚,醒狮系列,自营16—20包亲抚醒狮纸尿裤M拉拉裤婴幼儿尿不湿超薄夏季透气通用,https://haohuo.jinritemai.com/views/product/detail?id=3586061815811047827,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/epPCCJPA_m_0a481d7a15db2f7b842ed82219d9e4fb_sx_412950_www800-800,461,693462.00,1.99,1-2元,,
2023Q3,jd,拉拉裤,100031821998,龙猫博士,芯童趣系列,龙猫博士芯童趣拉拉裤XXXXL码56片【18-21kg】加大婴儿尿不湿超薄透气尿裤,https://item.jd.com/100031821998.html,http://img11.360buyimg.com/n1/jfs/t1/103950/35/46675/124752/6518138eFfaa07bdc/961ee703117fa203.jpg,14464,692156.97,1元以下,1元以下,,
2023Q3,tmall,纸尿裤,654024617921,BOBDOG/巴布豆,菠萝裤,【老爸抽检】巴布豆新菠萝纸尿裤婴儿新生儿尿不湿非拉拉裤XL38片,https://detail.tmall.com/item.htm?id=654024617921,//img.alicdn.com/imgextra/i2/6000000006884/O1CN01q6MMvs20ivOs1ecan_!!6000000006884-0-sm.jpg,7385,690291.09,1.12,1-2元,,
2023Q3,tmall,拉拉裤,669303441362,Q·MO/奇莫,皇家至柔系列,奇莫皇家至柔拉拉裤XXXL36片超薄干爽透气夏季成长裤大宝宝纸尿裤,https://detail.tmall.com/item.htm?id=669303441362,//img.alicdn.com/imgextra/i3/6000000006328/O1CN01n6dofA1wcHBSmpQoj_!!6000000006328-0-sm.jpg,3929,689960.36,1.53,1-2元,,
2023Q3,jd,拉拉裤,100014101138,Huggies/好奇,皇家御裤,好奇（Huggies）皇家御裤成长裤L40片(9-14kg)大号婴儿尿不湿裤拉拉裤超薄,https://item.jd.com/100014101138.html,http://img11.360buyimg.com/n1/jfs/t1/9819/15/22682/286245/6518ea6bFe427da29/45e88d2c1e857f13.jpg,8001,688733.38,1.80,1-2元,,
2023Q3,jd,拉拉裤,51648454399,BEABA,盛夏光年,碧芭宝贝盛夏拉拉裤夏季专用超薄透气宝宝学步裤尿不湿 拉拉裤XXXL30片（18KG以上）,https://item.jd.com/51648454399.html,http://img11.360buyimg.com/n1/jfs/t1/187812/22/39144/89070/6512a3a5F1165b19b/cc68e95a7cec480f.jpg,9041,688134.16,1.73,1-2元,,
2023Q3,tmall,拉拉裤,523015334741,Howdge/好之,轻呼吸,[8码任选]好之不要紧尿不湿婴儿拉拉裤男女宝宝专用纸尿裤训练裤,https://detail.tmall.com/item.htm?id=523015334741,//img.alicdn.com/imgextra/i4/1105059939/O1CN01NEaE532NI7NbOwud3_!!1105059939.jpg,6764,688055.16,1.15,1-2元,,
2023Q3,jd,纸尿裤,6286956,大王,光羽,大王GOO.N 光羽纸尿裤 L36片(9-14kg)尿不湿婴儿 透气如羽,https://item.jd.com/6286956.html,http://img11.360buyimg.com/n1/jfs/t1/110165/20/28812/111948/65151398Ff1037867/e2286a0a850f4ee9.jpg,4531,687929.63,6.80,3.5+,,
2023Q3,jd,纸尿裤,100004030034,Huggies/好奇,皇家御裤,好奇（Huggies）皇家御裤纸尿裤XL64片(12-17kg)加大号婴儿尿不湿龙纹裤裸感超薄,https://item.jd.com/100004030034.html,http://img11.360buyimg.com/n1/jfs/t1/96646/5/45660/289201/650c6e86F5b132606/bcbe2550e0652bdf.jpg,4185,687349.74,1.80,1-2元,,
2023Q3,dy,拉拉裤,'3552479105108850018,艾叶草,艾心果,艾叶草艾心果婴儿纸尿裤夏季超薄透气弱酸不红PP宝宝尿不湿拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3552479105108850018,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/rBFhrqPW_m_e4ade1d343d17d0313b4428d44a7d554_sx_494147_www800-800,17218,686986.66,0.96,1元以下,,
2023Q3,jd,纸尿裤,8210136,FIVE RAMS/五羊,薄薄芯,五羊（FIVERAMS）薄薄芯纸尿裤XL92片(12-17kg)婴儿尿不湿超薄透气瞬吸干爽,https://item.jd.com/8210136.html,http://img11.360buyimg.com/n1/jfs/t1/83442/38/24941/93735/65203f0eFf6320b60/a12816a2af9e872d.jpg,8120,686914.91,0.79,1元以下,,
2023Q3,tmall,纸尿裤,706587071324,Huggies/好奇,森林密语,【尺码任选】好奇森林密语尿不湿纸尿裤NB-XL含茶树精华亲肤环腰,https://detail.tmall.com/item.htm?id=706587071324,//img.alicdn.com/imgextra/i3/685092642/O1CN01roKkGX1VO5HpA7Pnk_!!2-item_pic.png,4480,686019.75,2.70,2.5-3.5元,,
2023Q3,jd,纸尿裤,100027092108,BBC,皇室,babycare皇室S4,https://item.jd.com/100027092108.html,http://img11.360buyimg.com/n1/jfs/t1/133555/24/33703/104719/64b6a77dFd6d48ed0/9c7a37cc3e9db27a.jpg,77024,682209.14,2.45,2-2.5元,,
2023Q3,tmall,拉拉裤,710364083399,BBC,Air Pro,【自营】babycare拉拉裤Airpro超薄尿不湿成长裤非纸尿裤尺码任选,https://detail.tmall.com/item.htm?id=710364083399,//img.alicdn.com/imgextra//i3/2549841410/O1CN01GALs5y1MHpKb7NJhq_!!2549841410-0-tmg_sticker.jpg,6082,681237.51,2.08,2-2.5元,,
2023Q3,dy,纸尿裤,'3534277677810871717,BEABA,Radio,【海歌清仓】碧芭宝贝Radio收音机婴儿薄款纸尿裤拉拉裤干爽超薄,https://haohuo.jinritemai.com/views/product/detail?id=3534277677810871717,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/rupmvri_m_55a98a0d3ffd6602488d413ee2d3123a_sx_145625_www988-988,7856,681004.00,1.74,1-2元,,
2023Q3,dy,拉拉裤,'3609788926740542241,Robasuk/柔比舒,森林物语,【好物推荐】柔比舒森林物语XL拉拉裤超薄柔软透气纸尿裤超值新生儿,https://haohuo.jinritemai.com/views/product/detail?id=3609788926740542241,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/krCDuWBe_m_ae0224deb9350a29de6233468c3332e2_sx_137600_www800-800,10990,680785.00,未定义,未定义,,
2023Q3,tmall,纸尿裤,549459434376,Huggies/好奇,小森林,【透气新升级】好奇小森林心钻装日夜用纸尿裤M50片添加植物纤维,https://detail.tmall.com/item.htm?id=549459434376,//img.alicdn.com/imgextra/i3/685092642/O1CN01cdr9ca1VO5HkCmG41_!!685092642.jpg,6441,680715.90,2.70,2.5-3.5元,,
2023Q3,dy,纸尿裤,'3624086771568146591,我是小时代,太空兔,【拍6包送抹茶绿/白金色遛娃车】柔软透气纸尿裤全包泡泡腰围拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3624086771568146591,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/bNwthoIk_m_f2ba674ca807427006938c4382d80127_sx_545161_www800-800,10431,680185.79,未定义,未定义,,
2023Q3,tmall,拉拉裤,673299288971,宜婴,梦想家,宜婴婴儿纸尿裤梦想家拉拉裤超薄透气尿不湿XL/XXL男女宝宝干爽新,https://detail.tmall.com/item.htm?id=673299288971,//img.alicdn.com/imgextra/i3/2200789152091/O1CN01WYEvki1RJj3RShWQZ_!!2200789152091.jpg,16761,680125.00,0.93,1元以下,,
2023Q3,jd,纸尿裤,32515434376,BBC,皇室,bc babycare纸尿裤宝宝超薄透气尿不湿皇室狮子王国系列迷你包纸尿片独立小包 纸尿裤-L【20片】9-14KG,https://item.jd.com/32515434376.html,http://img11.360buyimg.com/n1/jfs/t1/112188/24/35848/70671/647573a9F186cb29a/1ee6a4d07d920dee.jpg,13879,680071.00,2.45,2-2.5元,,
2023Q3,tmall,纸尿裤,626046127332,童谣小天使,竹萃,童谣纸尿裤L超薄透气男女宝专用拉拉裤XL码婴儿L尿片S薄款尿不湿M,https://detail.tmall.com/item.htm?id=626046127332,//img.alicdn.com/imgextra/i4/2206392640836/O1CN01EtEnTl1I2vzCZnO4A_!!2206392640836.jpg,15279,679090.52,nan,1元以下,,
2023Q3,tmall,拉拉裤,593477610701,人气宝贝,婴儿游泳,婴儿游泳纸尿裤男女宝宝游泳裤拉拉裤一次性游泳裤防水尿不湿专用,https://detail.tmall.com/item.htm?id=593477610701,//img.alicdn.com/imgextra/i3/3064507646/O1CN01S5bDom26Lv9iRaN9T_!!3064507646.png,51255,679014.83,nan,,,
2023Q3,tmall,拉拉裤,633873836308,祺安,舒薄绵柔,祺安舒薄棉柔超薄透气纸尿裤舒适柔软新生儿男女宝宝尿不湿,https://detail.tmall.com/item.htm?id=633873836308,//img.alicdn.com/imgextra/i1/2389897837/O1CN01RcyzHV27lOqKZUQpN_!!2389897837.jpg,8772,678885.95,nan,1元以下,,
2023Q3,jd,纸尿裤,8210158,FIVE RAMS/五羊,薄薄芯,五羊（FIVERAMS）薄薄芯纸尿裤L100片(9-14kg)婴儿尿不湿超薄透气瞬吸干爽,https://item.jd.com/8210158.html,http://img11.360buyimg.com/n1/jfs/t1/179664/1/37342/94528/65194a6eF9a5429b4/07de6f785faf8041.jpg,8199,678869.93,0.79,1元以下,,
2023Q3,tmall,拉拉裤,668470741561,bebetour,爱丽丝系列,bebetour爱丽丝系列拉拉裤婴儿轻薄透气纸尿裤XL码34片宝宝专用,https://detail.tmall.com/item.htm?id=668470741561,//img.alicdn.com/imgextra/i2/6000000006337/O1CN01crZ2Rk1wgOkReDsd4_!!6000000006337-0-sm.jpg,8580,677749.92,2.40,2-2.5元,,
2023Q3,jd,纸尿裤,4331488,BOBDOG/巴布豆,小波浪,巴布豆(BOBDOG)小波浪薄柔亲肤纸尿裤M30片(6-11KG)中码婴儿尿不湿 ,https://item.jd.com/4331488.html,http://img11.360buyimg.com/n1/jfs/t1/134450/39/38183/63060/650a8eabF67a0fc0f/82460ec106ddaec1.jpg,30669,675268.00,0.46,1元以下,,
2023Q3,dy,纸尿裤,'3530944621599397793,BBC,熊猫裤,【官旗】babycare熊猫呼呼HuHu轻柔呵护婴儿纸尿裤/拉拉裤熊猫裤,https://haohuo.jinritemai.com/views/product/detail?id=3530944621599397793,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/pxXpFri_m_5400c23c380a1b4251c48c04413c8413_sx_127153_www1024-1024,8545,675055.00,2.93,2.5-3.5元,,
2023Q3,dy,纸尿裤,'3536876895390059646,袋鼠妈妈,丝柔云感,【囤货纸尿裤】袋鼠妈妈婴儿纸尿裤拉拉裤尿不湿干爽轻薄2包起拍,https://haohuo.jinritemai.com/views/product/detail?id=3536876895390059646,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/gZTPJDgi_m_677fc031bc808269a6687f82d247ca7d_sx_414827_www800-800,12206,675029.86,nan,1-2元,,
2023Q3,jd,拉拉裤,10074454016465,BBC,Air Pro,bc babycare纸尿裤宝宝超薄透气尿不湿air pro极薄日用迷你包纸尿片独立小包 拉拉裤-XL码【20片】适合12-17kg,https://item.jd.com/10074454016465.html,http://img11.360buyimg.com/n1/jfs/t1/121497/7/38894/116850/651520bdF46bbde70/d12042ef2b41043b.jpg,14000,672000.00,2.08,2-2.5元,,
2023Q3,dy,拉拉裤,'3612189535670263432,贝乐熊,果味果酸,【海歌专属】贝乐熊果味蚕丝纸尿裤干爽透气果香新生儿尿不湿20片,https://haohuo.jinritemai.com/views/product/detail?id=3612189535670263432,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/RwRPxoQb_m_9f961bcac21ee84344747e2e1d72e481_sx_374530_www800-800,22493,671543.46,未定义,未定义,,
2023Q3,tmall,纸尿裤,643257787028,帮宝适,清新帮,【加量版】帮宝适清新帮纸尿裤L112超薄透气尿片尿不湿非拉拉裤,https://detail.tmall.com/item.htm?id=643257787028,//img.alicdn.com/imgextra/i3/6000000006186/O1CN01eezVVk1vZEwT9n9HO_!!6000000006186-0-sm.jpg,3744,670665.00,1.44,1-2元,,
2023Q3,tmall,纸尿裤,618114865215,Huggies/好奇,小桃裤/铂金装,【自营】好奇铂金装婴儿纸尿裤M92宝宝尿不湿超薄裸感透气纸尿片,https://detail.tmall.com/item.htm?id=618114865215,//img.alicdn.com/imgextra/i3/2200657724932/O1CN01PjGRO11mIuHJdkRvB_!!2200657724932-0-tmg_sticker_hand.jpg,5370,670381.06,1.34,1-2元,,
2023Q3,dy,拉拉裤,'3589398780031699337,bebebus,乳木果润,【全发链接：6提】bebebus乳木果润透气柔软S-XXXL纸尿裤/拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3589398780031699337,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/qXHQuJPA_m_bd18dff68f2d71d4aedd7e7afe1c699f_sx_434322_www800-800,1188,670031.77,3.75,3.5元+,,
2023Q3,dy,纸尿裤,'3554822608916773056,BBC,皇室,BBC狮子王国皇室弱酸纸尿裤婴幼儿超薄透气拉拉裤宝宝柔软尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3554822608916773056,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/LuiDqoIk_m_e2fa437140921351260d788e0b3a8f70_sx_640437_www800-800,5014,669688.68,2.45,2-2.5元,,
2023Q3,jd,纸尿裤,31507055137,BBC,皇室,bc babycare 纸尿裤宝宝超薄透气尿不湿皇室狮子王国系列 S【58片】适合体重4-8KG,https://item.jd.com/31507055137.html,http://img11.360buyimg.com/n1/jfs/t1/91372/25/43370/110359/6515536bF9a791103/3359a0517f604a2a.jpg,6779,669258.00,2.45,2-2.5元,,
2023Q3,tmall,拉拉裤,719422403582,BOBDOG/巴布豆,菠萝裤,【百亿补贴】巴布豆菠萝裤mini拉拉裤男女宝宝纸尿裤弱酸亲肤超薄,https://detail.tmall.com/item.htm?id=719422403582,//img.alicdn.com/imgextra/i4/3838638297/O1CN01jfsZ172BA52AW0NvK_!!3838638297.jpg,10399,668959.17,1.12,1-2元,,
2023Q3,jd,拉拉裤,4318472,BOBDOG/巴布豆,小波浪,巴布豆(BOBDOG)小波浪薄柔亲肤学步裤L22片(9-14KG)大码婴儿尿不湿 成长裤 柔软透气不闷热,https://item.jd.com/4318472.html,http://img11.360buyimg.com/n1/jfs/t1/156990/39/29766/55305/630f29faE6c3deaf5/a75695524ca27be9.jpg,30559,668603.40,0.46,1元以下,,
2023Q3,dy,拉拉裤,'3565411958226301046,Suitsky/舒比奇,透气薄敏感肌,【舒比奇】2包装透气薄氧护敏感肌婴儿干爽薄舒比奇纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3565411958226301046,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/NdjXDucR_m_c14d6344d6bca9db835edd4f3af4e685_sx_429681_www800-800,6944,668104.00,1.18,1-2元,,
2023Q3,tmall,拉拉裤,625780505958,Q·MO/奇莫,皇家至柔系列,奇莫皇家至柔拉拉裤XL6片试用装超薄干爽透气夏季成长裤学步裤,https://detail.tmall.com/item.htm?id=625780505958,//img.alicdn.com/imgextra/i3/6000000003088/O1CN01208BF61YgLvZ9XOU9_!!6000000003088-0-sm.jpg,90163,666523.69,1.53,1-2元,,
2023Q3,tmall,拉拉裤,650852695326,Q·MO/奇莫,轻柔系列,奇莫轻柔拉拉裤XXL52片超薄干爽透气春季成长裤学步裤婴儿纸尿裤,https://detail.tmall.com/item.htm?id=650852695326,//img.alicdn.com/imgextra/i1/6000000007507/O1CN01Zx3FRX25KG93iTWhX_!!6000000007507-0-sm.jpg,3861,665550.85,1.58,1-2元,,
2023Q3,tmall,纸尿裤,662248144226,Huggies/好奇,皇家御裤,好奇皇家御裤婴儿纸尿裤M46丝柔尿不湿皇家铂金装麒麟裤透气,https://detail.tmall.com/item.htm?id=662248144226,//img.alicdn.com/imgextra/i4/6000000003557/O1CN01SRm6tF1c99gNGjtWf_!!6000000003557-0-sm.jpg,9432,664029.03,1.80,1-2元,,
2023Q3,jd,拉拉裤,100011367100,柔丫,小倾芯,柔丫rouya小倾芯拉拉裤XXL44片(15KG及以上)尿不湿超薄芯体环腰,https://item.jd.com/100011367100.html,http://img11.360buyimg.com/n1/jfs/t1/10904/16/21935/91892/651142b5Fb558523a/ee4ba951ba2f0c4d.jpg,9822,660563.26,1.30,1-2元,,
2023Q3,jd,拉拉裤,100058649672,帮宝适,黑金帮,帮宝适黑金帮安睡拉拉裤XXL20片(15kg以上)尿裤尿不湿防漏夜用大吸量,https://item.jd.com/100058649672.html,http://img11.360buyimg.com/n1/jfs/t1/104194/9/40168/295915/651bbf7bF5d0e9a0d/dd9a3d901e7b9b75.jpg,5322,660393.20,3.09,2.5-3.5元,,
2023Q3,dy,拉拉裤,'3588086130526045563,超爱,冰山物语,【海歌专属】超爱冰山物语尿不湿婴儿纸尿裤超薄透气拉拉裤亲肤绵柔,https://haohuo.jinritemai.com/views/product/detail?id=3588086130526045563,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/TlGOfZUm_m_e0fb3d0bfe5dffa59eeac3a20efe6bd4_sx_369825_www800-800,7213,660324.03,nan,1-2元,,
2023Q3,tmall,拉拉裤,641810473779,柔丫,小倾芯,柔丫小倾芯新生婴儿拉拉裤超薄透气学步裤男女宝通用尿不湿纸尿裤,https://detail.tmall.com/item.htm?id=641810473779,i4/2200638172049/O1CN015SaJi91R0UPvOzKbr_!!0-item_pic.jpg,9699,659505.54,1.30,1-2元,,
2023Q3,jd,拉拉裤,100058674055,京造,呼吸超薄,京东京造婴儿拉拉裤 全包臀裤型尿裤尿不湿AirPlus系列XXXL26片(18kg以上),https://item.jd.com/100058674055.html,http://img11.360buyimg.com/n1/jfs/t1/88330/18/41096/83050/64e81031F03338367/603254902439fbc6.jpg,12722,659420.86,nan,1-2元,,
2023Q3,jd,拉拉裤,8210080,大王,光羽,大王GOO.N光羽短裤型尿不湿 XL28片(12-17kg)婴儿加大号羽感透气,https://item.jd.com/8210080.html,http://img11.360buyimg.com/n1/jfs/t1/127272/20/39374/130509/651adb85F3559968c/5070a68545a2ef3e.jpg,3927,659181.82,6.80,3.5+,,
2023Q3,tmall,拉拉裤,695162720133,bebebus,乳木果润,BeBeBus乳木果润拉拉学步裤L/XL/XXL/男女宝宝婴儿尿不湿非纸尿裤,https://detail.tmall.com/item.htm?id=695162720133,//img.alicdn.com/imgextra/i3/2201503044793/O1CN01gLjhzE1lHFD9M2Gze_!!2-item_pic.png,4756,658507.00,3.75,3.5元+,,
2023Q3,tmall,拉拉裤,655065188765,帮宝适,清新帮,【大宝宝专用】帮宝适清新帮拉拉裤XXXL26尿不湿超薄裤型纸尿裤,https://detail.tmall.com/item.htm?id=655065188765,//img.alicdn.com/imgextra/i4/6000000001059/O1CN01u3BU8Q1Jh4GbC2YDU_!!6000000001059-2-at.png,5556,658398.00,1.44,1-2元,,
2023Q3,tmall,拉拉裤,683991996138,YUBEST/优贝舒,犇犇裤,优贝舒宝宝专用拉拉裤全包一体裤XL夏日超薄透气纸尿裤婴儿尿不湿,https://detail.tmall.com/item.htm?id=683991996138,//img.alicdn.com/imgextra/i1/2904468708/O1CN0134JyLE2ECJojULZx1_!!2904468708-0-lubanu-s.jpg,23629,657564.23,nan,1元以下,,
2023Q3,tmall,纸尿裤,738734652903,BEABA,盛夏光年,【尺码任选】碧芭宝贝盛夏光年婴儿尿不湿轻柔纸尿裤拉拉裤S-XXXL,https://detail.tmall.com/item.htm?id=738734652903,//img.alicdn.com/imgextra/i4/2873829542/O1CN011iCSuL2KMI8TLswaA_!!2-item_pic.png,4294,657220.00,1.73,1-2元,,
2023Q3,tmall,拉拉裤,601252642388,BEABA,大鱼海棠,碧芭宝贝大鱼海棠拉拉裤L36/XL34/2XL32/3XL30婴儿尿不湿尿裤,https://detail.tmall.com/item.htm?id=601252642388,//img.alicdn.com/imgextra/i4/6000000003541/O1CN01bwL9cx1c1pLm03dck_!!6000000003541-0-sm.jpg,6259,656940.39,2.12,2-2.5元,,
2023Q3,jd,拉拉裤,100031821992,龙猫博士,芯童趣系列,龙猫博士芯童趣拉拉裤XXXL码58片【16-18kg】婴儿尿不湿超薄透气尿裤,https://item.jd.com/100031821992.html,http://img11.360buyimg.com/n1/jfs/t1/122835/8/41766/124591/651813a8Fa55eaa96/8f2cda7c6617fa70.jpg,13784,655018.98,1元以下,1元以下,,
2023Q3,dy,纸尿裤,'3623468472413063933,CHEESE BEAR/酪巴熊 用心呵护 健康成长,涂鸦熊,【小壳妈咪专属】酪巴熊涂鸦熊海量鲸吸透气薄款婴儿纸尿裤/学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3623468472413063933,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/ddpHjTIP_m_1cf1c3b38454dec33ffc0e40ac7fc8b6_sx_404110_www800-800,10429,654106.80,未定义,未定义,,
2023Q3,tmall,纸尿裤,582821152938,爸爸的选择,极薄2.0,爸爸的选择 2.0夏季轻薄纸尿裤M男女L宝宝干爽透气XXL婴儿尿不湿,https://detail.tmall.com/item.htm?id=582821152938,//img.alicdn.com/imgextra/i4/2769147925/O1CN01NcySdN28PhhIUNvXE_!!0-item_pic.jpg,13579,653802.54,nan,1-2元,,
2023Q3,dy,纸尿裤,'3612013504237810732,So Love,小花园系列,【米菲官方】2包装米菲小花园抑菌面层超薄透气干爽纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3612013504237810732,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/oCxAZFKx_m_271917a92d2cd252178d1ee7dc139add_sx_348582_www800-800,3868,653692.00,1.73,1-2元,,
