平台,品牌,贸易形式,人群,药保属性,剂型,分类,月,sales_value,sales_volume
京东,朗迪,国内,通用,保健品,胶囊,单纯钙制剂,2023-12-01,81719.89,1606
京东,朗迪,国内,通用,保健品,胶囊,钙+矿物质,2023-12-01,104042.42,577
京东,朗迪,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,4249.0,31
京东,朗迪,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,4901.44,185
京东,朗迪,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,5603.77,139
京东,朗迪,国内,通用,健康食品,片剂,钙+其它,2023-12-01,35722.1,3365
京东,朗迪,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,34730.850000000006,670
京东,朗迪,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,13342.56,1041
京东,朗迪,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,15033.6,316
京东,朗迪,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,15147.94,152
京东,澳诺金辛金丐特,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,96518.9,841
京东,澳诺金辛金丐特,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,74748.1,739
京东,澳诺金辛金丐特,国内,孕妇,健康食品,液体,钙+矿物质,2023-12-01,736.0,6
京东,澳诺金辛金丐特,国内,通用,OTC,液体,钙+矿物质,2023-12-01,2964776.7800000003,44385
京东,澳诺金辛金丐特,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,557825.18,7188
京东,澳诺金辛金丐特,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,323.4,6
京东,澳诺金辛金丐特,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,4148.0,61
京东,澳诺金辛金丐特,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,1056.0,8
京东,诺特兰德,国内,儿童,健康食品,液体,单纯钙制剂,2023-12-01,474.0,6
京东,诺特兰德,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,247.0,13
京东,诺特兰德,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,10642.25,890
京东,诺特兰德,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,5731.33,220
京东,诺特兰德,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,56559.36,3849
京东,诺特兰德,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,27217.91,1366
京东,诺特兰德,国内,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,1349.7,36
京东,诺特兰德,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,2591.92,50
京东,诺特兰德,国内,老年人,健康食品,片剂,钙+矿物质,2023-12-01,3308.0,80
京东,诺特兰德,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,2258.68,65
京东,诺特兰德,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,359.79,3
京东,诺特兰德,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,110803.04000000001,660
京东,诺特兰德,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,455.24,38
京东,诺特兰德,国内,通用,健康食品,片剂,钙+其它,2023-12-01,6403.32,56
京东,诺特兰德,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,501.62,27
京东,诺特兰德,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,347077.75,19897
京东,诺特兰德,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,7349.0,341
京东,诺特兰德,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,2221.12,14
京东,诺特兰德,海外,通用,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,160481.2,1099
京东,迪巧,国内,儿童,OTC,片剂,钙+维生素,2023-12-01,3395885.27,27227
京东,迪巧,国内,儿童,OTC,粉剂,钙+维生素,2023-12-01,5323.2,86
京东,迪巧,国内,儿童,保健品,片剂,钙+维生素,2023-12-01,1574177.48,9524
京东,迪巧,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,354954.08,3412
京东,迪巧,国内,儿童,健康食品,粉剂,钙+维生素,2023-12-01,326013.80000000005,3278
京东,迪巧,国内,儿童,健康食品,胶囊,钙+矿物质,2023-12-01,20850.0,150
京东,迪巧,国内,婴幼儿,OTC,片剂,钙+维生素,2023-12-01,27647.32,358
京东,迪巧,国内,婴幼儿,OTC,粉剂,钙+维生素,2023-12-01,1767507.38,10936
京东,迪巧,国内,婴幼儿,健康食品,液体,单纯钙制剂,2023-12-01,16452.4,454
京东,迪巧,国内,婴幼儿,健康食品,液体,钙+其它,2023-12-01,4362.36,84
京东,迪巧,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,3383.2,71
京东,迪巧,国内,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,52769.03,430
京东,迪巧,国内,婴幼儿,健康食品,片剂,单纯钙制剂,2023-12-01,5846.42,117
京东,迪巧,国内,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,2005.6,29
京东,迪巧,国内,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1783.6,26
京东,迪巧,国内,婴幼儿,健康食品,粉剂,钙+维生素,2023-12-01,1110.0,10
京东,迪巧,国内,孕妇,保健品,片剂,钙+维生素,2023-12-01,92324.82,590
京东,迪巧,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,159.0,1
京东,迪巧,国内,通用,OTC,片剂,钙+维生素,2023-12-01,5142537.77,55044
京东,迪巧,国内,通用,保健品,片剂,钙+维生素,2023-12-01,472107.3,2515
京东,迪巧,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,2085.51,21
京东,迪巧,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,428250.44,4562
京东,迪巧,国内,通用,健康食品,粉剂,钙+维生素,2023-12-01,5260.0,46
京东,迪巧,海外,儿童,OTC,片剂,钙+维生素,2023-12-01,9114.0,186
京东,迪巧,海外,儿童,健康食品,片剂,钙+维生素,2023-12-01,177.0,3
京东,迪巧,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,117833.72,1021
京东,迪巧,海外,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,3972621.3899999997,21710
京东,迪巧,海外,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,21952.0,98
京东,迪巧,海外,婴幼儿,健康食品,粉剂,钙+矿物质,2023-12-01,1209470.87,5309
京东,迪巧,海外,孕妇,健康食品,片剂,钙+维生素,2023-12-01,17709.64,166
京东,迪巧,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,54428.51,728
京东,龙牡,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,11417.15,106
京东,龙牡,国内,儿童,健康食品,粉剂,钙+维生素,2023-12-01,1302.0,3
天猫,21金维他,国内,儿童,OTC,片剂,钙+维生素,2023-12-01,21224.9,99
天猫,21金维他,国内,儿童,OTC,片剂,钙+维生素+矿物质,2023-12-01,3267744.38,33597
天猫,21金维他,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,329937.1,10726
天猫,21金维他,国内,儿童,健康食品,液体,单纯钙制剂,2023-12-01,1287.0,13
天猫,21金维他,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,13884.98,70
天猫,21金维他,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,4137.26,29
天猫,21金维他,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,45670.5,1208
天猫,21金维他,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,134479.05,981
天猫,21金维他,国内,孕妇,OTC,片剂,钙+维生素,2023-12-01,26304.0,102
天猫,21金维他,国内,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1861.68,18
天猫,21金维他,国内,老年人,OTC,片剂,钙+维生素,2023-12-01,1755.0,15
天猫,21金维他,国内,老年人,保健品,片剂,钙+其它,2023-12-01,9276.0,45
天猫,21金维他,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,57906.8,289
天猫,21金维他,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,8430.0,63
天猫,21金维他,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,39274.84,171
天猫,21金维他,国内,通用,OTC,液体,钙+矿物质,2023-12-01,840.0,14
天猫,21金维他,国内,通用,OTC,片剂,单纯钙制剂,2023-12-01,342.0,6
天猫,21金维他,国内,通用,OTC,片剂,钙+维生素,2023-12-01,556775.55,4478
天猫,21金维他,国内,通用,OTC,片剂,钙+维生素+矿物质,2023-12-01,15740.16,165
天猫,21金维他,国内,通用,OTC,粉剂,钙+维生素,2023-12-01,64.0,1
天猫,21金维他,国内,通用,OTC,胶囊,钙+维生素,2023-12-01,911.0,3
天猫,21金维他,国内,通用,保健品,片剂,钙+其它,2023-12-01,20061.0,93
天猫,21金维他,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,624884.6,6958
天猫,21金维他,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,2069.38,20
天猫,21金维他,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,11586.5,149
天猫,21金维他,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,78963.13,971
天猫,BY－HEALTH/汤臣倍健,国内,儿童,保健品,片剂,钙+其它,2023-12-01,482620.32,3102
天猫,BY－HEALTH/汤臣倍健,国内,儿童,保健品,片剂,钙+矿物质,2023-12-01,1434833.46,14817
天猫,BY－HEALTH/汤臣倍健,国内,儿童,保健品,片剂,钙+维生素,2023-12-01,56.0,1
天猫,BY－HEALTH/汤臣倍健,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,153744.59999999998,835
天猫,BY－HEALTH/汤臣倍健,国内,儿童,保健品,粉剂,钙+维生素+矿物质,2023-12-01,196.0,2
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,液体,单纯钙制剂,2023-12-01,9778.0,113
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,液体,钙+其它,2023-12-01,1032.0,4
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,液体,钙+维生素,2023-12-01,32698.24,192
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,2052.0,9
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,8236.57,161
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,211.17,2
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,190143.5,1583
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,116271.4,742
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,粉剂,单纯钙制剂,2023-12-01,527.0,13
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,14590.96,121
天猫,BY－HEALTH/汤臣倍健,国内,儿童,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,2417.46,26
天猫,BY－HEALTH/汤臣倍健,国内,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,825.0,5
天猫,BY－HEALTH/汤臣倍健,国内,婴幼儿,健康食品,胶囊,钙+维生素,2023-12-01,86.0,1
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,保健品,片剂,钙+维生素,2023-12-01,156371.51,1841
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,保健品,片剂,钙+维生素+矿物质,2023-12-01,327337.79,1919
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,保健品,胶囊,钙+维生素,2023-12-01,158.0,1
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,液体,钙+维生素,2023-12-01,8148.0,49
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,片剂,单纯钙制剂,2023-12-01,11432.0,146
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,片剂,钙+矿物质,2023-12-01,88.75,1
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,53196.05,382
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1830.0,13
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,27331.62,245
天猫,BY－HEALTH/汤臣倍健,国内,孕妇,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,6240.0,65
天猫,BY－HEALTH/汤臣倍健,国内,老年人,保健品,片剂,钙+其它,2023-12-01,11374692.370000001,53924
天猫,BY－HEALTH/汤臣倍健,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,149397.0,934
天猫,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,1089.6,20
天猫,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,45320.0,258
天猫,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,22490.0,342
天猫,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,34141.93,237
天猫,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,粉剂,钙+维生素,2023-12-01,784.0,28
天猫,BY－HEALTH/汤臣倍健,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,20937.0,123
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,液体,钙+维生素,2023-12-01,3745.0,50
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,液体,钙+维生素+矿物质,2023-12-01,5114.0,38
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,单纯钙制剂,2023-12-01,176505.4,2556
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+其它,2023-12-01,493783.10000000003,2452
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+矿物质,2023-12-01,15837.4,1031
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+维生素,2023-12-01,4112158.04,84612
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,4670389.86,39199
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,胶囊,钙+其它,2023-12-01,5358.0,38
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,11413659.01,70528
天猫,BY－HEALTH/汤臣倍健,国内,通用,保健品,胶囊,钙+维生素+矿物质,2023-12-01,2112.0,22
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,液体,单纯钙制剂,2023-12-01,6693.13,110
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,379.0,1
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,液体,钙+维生素,2023-12-01,1972434.78,22649
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,892.0,7
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,25306.1,289
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+其它,2023-12-01,82949.95999999999,631
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,45853.0,443
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,164237.1,1977
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,262263.44999999995,2461
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,粉剂,单纯钙制剂,2023-12-01,0.08,8
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,464.0,8
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,胶囊,钙+其它,2023-12-01,1194.04,10
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,146679.45,1056
天猫,BY－HEALTH/汤臣倍健,国内,通用,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,8796.0,92
天猫,BY－HEALTH/汤臣倍健,海外,儿童,健康食品,片剂,钙+维生素,2023-12-01,1273.95,9
天猫,BY－HEALTH/汤臣倍健,海外,老年人,健康食品,片剂,钙+维生素,2023-12-01,99.95,1
天猫,BY－HEALTH/汤臣倍健,海外,通用,健康食品,片剂,钙+其它,2023-12-01,3863.49,24
天猫,BY－HEALTH/汤臣倍健,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,57480.27,206
天猫,Caltrate/钙尔奇,国内,儿童,OTC,片剂,钙+维生素,2023-12-01,16460.5,168
天猫,Caltrate/钙尔奇,国内,儿童,保健品,片剂,钙+矿物质,2023-12-01,657377.24,4269
天猫,Caltrate/钙尔奇,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,250299.03999999998,2021
天猫,Caltrate/钙尔奇,国内,儿童,保健品,胶囊,钙+维生素+矿物质,2023-12-01,8681.0,101
天猫,Caltrate/钙尔奇,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,128175.44,1443
天猫,Caltrate/钙尔奇,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,1064.42,10
天猫,Caltrate/钙尔奇,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,38067.51,393
天猫,Caltrate/钙尔奇,国内,儿童,健康食品,粉剂,钙+矿物质,2023-12-01,1558.7,12
天猫,Caltrate/钙尔奇,国内,儿童,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,13430.8,66
天猫,Caltrate/钙尔奇,国内,婴幼儿,保健品,粉剂,钙+维生素+矿物质,2023-12-01,9384.96,40
天猫,Caltrate/钙尔奇,国内,孕妇,OTC,片剂,钙+维生素,2023-12-01,185394.53000000003,1164
天猫,Caltrate/钙尔奇,国内,孕妇,保健品,片剂,钙+维生素,2023-12-01,2804502.8600000003,19736
天猫,Caltrate/钙尔奇,国内,孕妇,保健品,片剂,钙+维生素+矿物质,2023-12-01,1345.2,12
天猫,Caltrate/钙尔奇,国内,孕妇,保健品,胶囊,钙+维生素+矿物质,2023-12-01,42.0,1
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,液体,钙+维生素,2023-12-01,120479.29999999999,1496
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,单纯钙制剂,2023-12-01,5928.0,52
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,钙+其它,2023-12-01,1504.0,8
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,钙+矿物质,2023-12-01,5320.0,84
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,29848.81,223
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,4829.94,37
天猫,Caltrate/钙尔奇,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,20969.8,358
天猫,Caltrate/钙尔奇,国内,老年人,OTC,片剂,钙+维生素,2023-12-01,43097.4,237
天猫,Caltrate/钙尔奇,国内,老年人,OTC,片剂,钙+维生素+矿物质,2023-12-01,1615042.06,7395
天猫,Caltrate/钙尔奇,国内,老年人,OTC,粉剂,钙+维生素,2023-12-01,193.0,1
天猫,Caltrate/钙尔奇,国内,老年人,保健品,液体,钙+维生素+矿物质,2023-12-01,1246.0,14
天猫,Caltrate/钙尔奇,国内,老年人,保健品,片剂,钙+其它,2023-12-01,830895.1499999999,3791
天猫,Caltrate/钙尔奇,国内,老年人,保健品,片剂,钙+矿物质,2023-12-01,45.92,1
天猫,Caltrate/钙尔奇,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,1818961.2400000002,21828
天猫,Caltrate/钙尔奇,国内,老年人,保健品,胶囊,钙+维生素+矿物质,2023-12-01,926.2,11
天猫,Caltrate/钙尔奇,国内,老年人,健康食品,液体,钙+维生素+矿物质,2023-12-01,4892.2,86
天猫,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,153.0,1
天猫,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,7436.56,71
天猫,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,2796.08,15
天猫,Caltrate/钙尔奇,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,84924.12,1206
天猫,Caltrate/钙尔奇,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,15742.0,156
天猫,Caltrate/钙尔奇,国内,通用,OTC,液体,钙+维生素,2023-12-01,1575.0,8
天猫,Caltrate/钙尔奇,国内,通用,OTC,液体,钙+维生素+矿物质,2023-12-01,1359.0,11
天猫,Caltrate/钙尔奇,国内,通用,OTC,片剂,钙+维生素,2023-12-01,6455668.76,65479
天猫,Caltrate/钙尔奇,国内,通用,OTC,片剂,钙+维生素+矿物质,2023-12-01,32123.96,148
天猫,Caltrate/钙尔奇,国内,通用,OTC,粉剂,钙+维生素,2023-12-01,4418.4,96
天猫,Caltrate/钙尔奇,国内,通用,OTC,胶囊,钙+维生素,2023-12-01,7477.0,120
天猫,Caltrate/钙尔奇,国内,通用,OTC,胶囊,钙+维生素+矿物质,2023-12-01,342.0,3
天猫,Caltrate/钙尔奇,国内,通用,保健品,液体,钙+维生素+矿物质,2023-12-01,17232.0,169
天猫,Caltrate/钙尔奇,国内,通用,保健品,片剂,钙+其它,2023-12-01,69789.55,455
天猫,Caltrate/钙尔奇,国内,通用,保健品,片剂,钙+矿物质,2023-12-01,4902.52,47
天猫,Caltrate/钙尔奇,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,3467104.88,48851
天猫,Caltrate/钙尔奇,国内,通用,保健品,粉剂,钙+维生素+矿物质,2023-12-01,4480.0,20
天猫,Caltrate/钙尔奇,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,8433488.9,105081
天猫,Caltrate/钙尔奇,国内,通用,保健品,胶囊,钙+维生素+矿物质,2023-12-01,31114.78,333
天猫,Caltrate/钙尔奇,国内,通用,健康食品,液体,钙+维生素,2023-12-01,20258.899999999998,190
天猫,Caltrate/钙尔奇,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,6177.36,171
天猫,Caltrate/钙尔奇,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,451550.95,3390
天猫,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+其它,2023-12-01,38939.28,283
天猫,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,15470.71,246
天猫,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,10022.0,166
天猫,Caltrate/钙尔奇,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,111974.26000000001,1409
天猫,Caltrate/钙尔奇,国内,通用,健康食品,粉剂,单纯钙制剂,2023-12-01,6990.0,28
天猫,Caltrate/钙尔奇,国内,通用,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,939.0,14
天猫,Caltrate/钙尔奇,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,18163.42,273
天猫,Caltrate/钙尔奇,海外,儿童,OTC,粉剂,钙+维生素,2023-12-01,720.0,12
天猫,Caltrate/钙尔奇,海外,儿童,健康食品,液体,钙+维生素,2023-12-01,290.0,10
天猫,Caltrate/钙尔奇,海外,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,3553.0,39
天猫,Caltrate/钙尔奇,海外,儿童,健康食品,片剂,钙+维生素,2023-12-01,1415.0,18
天猫,Caltrate/钙尔奇,海外,孕妇,健康食品,片剂,钙+维生素,2023-12-01,603.36,7
天猫,Caltrate/钙尔奇,海外,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,167.75,1
天猫,Caltrate/钙尔奇,海外,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,5534.6,39
天猫,Caltrate/钙尔奇,海外,老年人,健康食品,片剂,钙+维生素,2023-12-01,21502.239999999998,169
天猫,Caltrate/钙尔奇,海外,通用,OTC,液体,钙+维生素,2023-12-01,228.0,12
天猫,Caltrate/钙尔奇,海外,通用,OTC,粉剂,钙+其它,2023-12-01,759.0,11
天猫,Caltrate/钙尔奇,海外,通用,OTC,粉剂,钙+维生素,2023-12-01,2224.0,33
天猫,Caltrate/钙尔奇,海外,通用,健康食品,片剂,单纯钙制剂,2023-12-01,4983.6,57
天猫,Caltrate/钙尔奇,海外,通用,健康食品,片剂,钙+其它,2023-12-01,5616.3,12
天猫,Caltrate/钙尔奇,海外,通用,健康食品,片剂,钙+矿物质,2023-12-01,1092.0,14
天猫,Caltrate/钙尔奇,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,963812.5800000001,14977
天猫,Caltrate/钙尔奇,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1095663.55,13071
天猫,Caltrate/钙尔奇,海外,通用,健康食品,粉剂,单纯钙制剂,2023-12-01,3712.0,29
天猫,Caltrate/钙尔奇,海外,通用,健康食品,粉剂,钙+维生素,2023-12-01,4478.679999999999,40
天猫,Centrum/善存,国内,儿童,保健品,液体,钙+维生素+矿物质,2023-12-01,1440.0,12
天猫,Centrum/善存,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,1541650.14,8804
天猫,Centrum/善存,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,572.7,5
天猫,Centrum/善存,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,11235.7,125
天猫,Centrum/善存,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,11926.0,148
天猫,Centrum/善存,国内,老年人,OTC,片剂,钙+维生素+矿物质,2023-12-01,565559.08,2107
天猫,Centrum/善存,国内,老年人,保健品,液体,钙+维生素+矿物质,2023-12-01,299.6,2
天猫,Centrum/善存,国内,老年人,保健品,片剂,钙+维生素,2023-12-01,67671.56,214
天猫,Centrum/善存,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,832315.2000000001,7239
天猫,Centrum/善存,国内,通用,OTC,片剂,钙+维生素,2023-12-01,22874.45,148
天猫,Centrum/善存,国内,通用,OTC,片剂,钙+维生素+矿物质,2023-12-01,3076822.16,19759
天猫,Centrum/善存,国内,通用,保健品,液体,钙+维生素,2023-12-01,3475.0,25
天猫,Centrum/善存,国内,通用,保健品,片剂,钙+维生素,2023-12-01,9802.96,69
天猫,Centrum/善存,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,4922908.52,35340
天猫,Centrum/善存,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,390.0,10
天猫,Centrum/善存,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,3235.11,43
天猫,Centrum/善存,海外,儿童,健康食品,液体,钙+矿物质,2023-12-01,79.0,1
天猫,Centrum/善存,海外,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,733525.79,4047
天猫,Centrum/善存,海外,通用,健康食品,片剂,单纯钙制剂,2023-12-01,159.0,1
天猫,Centrum/善存,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,2432.6,11
天猫,Centrum/善存,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1990157.81,15841
天猫,Eric Favre,海外,儿童,健康食品,液体,钙+矿物质,2023-12-01,7420.0,70
天猫,Eric Favre,海外,儿童,健康食品,液体,钙+维生素,2023-12-01,106.0,1
天猫,Eric Favre,海外,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,1155690.96,8394
